,BN,CL,COND,DB,DBDR,DBN,DDR,DIR,FL,HN,HP,HPD,I,LEAD,MAND,MGL,MOVT,MOVTS,MS,NEW,No,OB,ORCH,ORG,PF,REVIEW,TPT,V,VA,VAR,VC,VDAG,VN
5,,,,,,,,,,,,,,,,,,,,,3392,,,,,,,BROADHURST~,,,,,
6,,,,,,,,,,,,,,,,,,,,,3392,,,,,,,DAVIES~C,,,,,
0,,,,,,,,HARRISON,,,,,,ASHLEY-Gc,,,,,,,3393,,,KNYVETT,,True,,HARRISON,,,,,
1,,,,,,,,ASHLEY-j,,,,,,,,,,,,,3393,,,,,,,INCLEDON,,,,,
2,,,,,,,,,,,,,,,,,,,,,3393,,,,,,,GRIFFITHS,,,,,
3,,,,,,,,,,,,,,,,,,,,,3393,,,,,,,SALE,,,,,
4,,,,,,,,,,,,,,,,,,,,,3393,,,,,,,POOLE~,,,,,
5,,,,,,,,,,,,,,,,,,,,,3393,,,,,,,PIELE~,,,,,
6,,,,,,,,,,,,,,,,,,,,,3393,,,,,,,BILLINGTON~,,,,,
0,,,,,,,,,,,,HAYDN,,SALOMON,,,,,,True,3396,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,True,3397,,,,,,,,,,,,
0,,,,,,,,,,,,HAYDN,,SALOMON,,,,,,True,3399,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,True,3400,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,True,3402,,,,,True,,,,,,,
0,,,,,,,,,,,,HAYDN,,SALOMON,,,,,,True,3403,,,,,True,,,,,,,
0,,,,,,,,CRAMER,,,,,,,,,,,,,3404,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,True,3405,,,,,True,,,,,,,
0,,,,,,,,HOOK,,,,,,MOUNTAIN,,,,,,True,3406,,,,,True,SARJANT,,,,,,
0,,,,,,,,,,,,,,CRAMER-w,,,,,,,3407,,,,,True,,,,,,,
0,,,,,,,,,,,,HAYDN.),,,,,,,,True,3408,,,,,True,,,,,,,
0,,,,,,,,,,,,HAYDN,,SALOMON,,,,,,True,3409,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,3410,,,,,True,,CROUCH~,,,,,
1,,,,,,,,,,,,,,,,,,,,,3410,,,,,,,STORACE~,,,,,
2,,,,,,,,,,,,,,,,,,,,,3410,,,,,,,PACCHIEROTTI,,,,,
3,,,,,,,,,,,,,,,,,,,,,3410,,,,,,,DAVIDE,,,,,
4,,,,,,,,,,,,,,,,,,,,,3410,,,,,,,KELLY-m,,,,,
5,,,,,,,,,,,,,,,,,,,,,3410,,,,,,,SAVILLE,,,,,
6,,,,,,,,,,,,,,,,,,,,,3410,,,,,,,SALE,,,,,
7,,,,,,,,,,,,,,,,,,,,,3410,,,,,,,NIELD,,,,,
8,,,,,,,,,,,,,,,,,,,,,3410,,,,,,,KNYVETT,,,,,
9,,,,,,,,,,,,,,,,,,,,,3410,,,,,,,CHAMPNESS,,,,,
10,,,,,,,,,,,,,,,,,,,,,3410,,,,,,,MATHEWS,,,,,
11,,,,,,,,,,,,,,,,,,,,,3410,,,,,,,REYNOLDSON,,,,,
12,,,,,,,,,,,,,,,,,,,,,3410,,,,,,,GOSS,,,,,
13,,,,,,,,,,,,,,,,,,,,,3410,,,,,,,BELLAMY-tl,,,,,
0,,,,,,,,CRAMER-w,,,,,OPERA_ORCH,,,,,,,,3411,,,,,True,,,,,,,
1,,,,,,,,,,,,,PROFESSIONAL_ORCH,,,,,,,,3411,,,,,,,,,,,,
2,,,,,,,,,,,,,CAM_ORCH,,,,,,,,3411,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,3412,,,,,True,,CROUCH~,,,,,
1,,,,,,,,,,,,,,,,,,,,,3412,,,,,,,STORACE~,,,,,
2,,,,,,,,,,,,,,,,,,,,,3412,,,,,,,PACCHIEROTTI,,,,,
3,,,,,,,,,,,,,,,,,,,,,3412,,,,,,,DAVIDE,,,,,
4,,,,,,,,,,,,,,,,,,,,,3412,,,,,,,KELLY-m,,,,,
5,,,,,,,,,,,,,,,,,,,,,3412,,,,,,,SAVILLE,,,,,
6,,,,,,,,,,,,,,,,,,,,,3412,,,,,,,SALE,,,,,
7,,,,,,,,,,,,,,,,,,,,,3412,,,,,,,NIELD,,,,,
8,,,,,,,,,,,,,,,,,,,,,3412,,,,,,,KNYVETT,,,,,
9,,,,,,,,,,,,,,,,,,,,,3412,,,,,,,CHAMPNESS,,,,,
10,,,,,,,,,,,,,,,,,,,,,3412,,,,,,,MATHEWS,,,,,
11,,,,,,,,,,,,,,,,,,,,,3412,,,,,,,REYNOLDSON,,,,,
12,,,,,,,,,,,,,,,,,,,,,3412,,,,,,,GOSS,,,,,
13,,,,,,,,,,,,,,,,,,,,,3412,,,,,,,BELLAMY-tl,,,,,
0,,,,,,,,,,,,HAYDN,,SALOMON,,,,,,True,3413,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,3414,,,,,True,,CROUCH~,,,,,
1,,,,,,,,,,,,,,,,,,,,,3414,,,,,,,STORACE~,,,,,
2,,,,,,,,,,,,,,,,,,,,,3414,,,,,,,PACCHIEROTTI,,,,,
3,,,,,,,,,,,,,,,,,,,,,3414,,,,,,,DAVIDE,,,,,
4,,,,,,,,,,,,,,,,,,,,,3414,,,,,,,KELLY-m,,,,,
5,,,,,,,,,,,,,,,,,,,,,3414,,,,,,,SAVILLE,,,,,
6,,,,,,,,,,,,,,,,,,,,,3414,,,,,,,SALE,,,,,
7,,,,,,,,,,,,,,,,,,,,,3414,,,,,,,NIELD,,,,,
8,,,,,,,,,,,,,,,,,,,,,3414,,,,,,,KNYVETT,,,,,
9,,,,,,,,,,,,,,,,,,,,,3414,,,,,,,CHAMPNESS,,,,,
10,,,,,,,,,,,,,,,,,,,,,3414,,,,,,,MATHEWS,,,,,
11,,,,,,,,,,,,,,,,,,,,,3414,,,,,,,REYNOLDSON,,,,,
12,,,,,,,,,,,,,,,,,,,,,3414,,,,,,,GOSS,,,,,
13,,,,,,,,,,,,,,,,,,,,,3414,,,,,,,BELLAMY-tl,,,,,
0,,,,,,,,,,,,,,,,,,,,True,3415,,,,,True,,,,,,,
0,,,,,,,,CRAMER-w,,,,,,,,,,,,,3416,,,,,True,,,,,,,
0,,,,,,,,SALOMON,,,,HAYDN,,,,,,,,True,3417,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,3419,,,,,,,CROUCH~,,,,,
1,,,,,,,,,,,,,,,,,,,,,3419,,,,,,,STORACE~,,,,,
2,,,,,,,,,,,,,,,,,,,,,3419,,,,,,,PACCHIEROTTI,,,,,
3,,,,,,,,,,,,,,,,,,,,,3419,,,,,,,DAVIDE,,,,,
4,,,,,,,,,,,,,,,,,,,,,3419,,,,,,,KELLY-m,,,,,
5,,,,,,,,,,,,,,,,,,,,,3419,,,,,,,SAVILLE,,,,,
6,,,,,,,,,,,,,,,,,,,,,3419,,,,,,,SALE,,,,,
7,,,,,,,,,,,,,,,,,,,,,3419,,,,,,,NIELD,,,,,
8,,,,,,,,,,,,,,,,,,,,,3419,,,,,,,KNYVETT,,,,,
9,,,,,,,,,,,,,,,,,,,,,3419,,,,,,,CHAMPNESS,,,,,
10,,,,,,,,,,,,,,,,,,,,,3419,,,,,,,MATHEWS,,,,,
11,,,,,,,,,,,,,,,,,,,,,3419,,,,,,,REYNOLDSON,,,,,
12,,,,,,,,,,,,,,,,,,,,,3419,,,,,,,GOSS,,,,,
13,,,,,,,,,,,,,,,,,,,,,3419,,,,,,,BELLAMY-tl,,,,,
0,,,,,,,,,,,,HAYDN,,SALOMON,,,,,,True,3421,,,,,True,,,,,,,
0,,,,,,,,and,,,,,,,,,,,,,3422,,,,,,,,,,,,
1,,,,,,,,LEAD,,,,,,,,,,,,,3422,,,,,,,,,,,,
2,,,,,,,,GIORNOVICHI,,,,,,,,,,,,,3422,,,,,,,,,,,,
0,,,,,,,,/,,,,,,,,,,,,True,3423,,,,,,,,,,,,
1,,,,,,,,LEAD,,,,,,,,,,,,,3423,,,,,,,,,,,,
2,,,,,,,,SALOMON,,,,,,,,,,,,,3423,,,,,,,,,,,,
0,,,,,,,,,,,,,,/,,,,,,True,3424,,,,,True,,,,,,,
1,,,,,,,,,,,,,,DIR,,,,,,,3424,,,,,,,,,,,,
2,,,,,,,,,,,,,,SALOMON,,,,,,,3424,,,,,,,,,,,,
3,,,,,,,,,,,,,,<DIR,,,,,,,3424,,,,,,,,,,,,
4,,,,,,,,,,,,,,ORCH),,,,,,,3424,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,3426,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,3427,,,,,True,,,,,,,
0,,,,,,,,,,,,,,CRAMER-w,,,,,,,3428,,,,,True,,PAGE,,,,,
1,,,,,,,,,,,,,,,,,,,,,3428,,,,,,,BARTHELEMON~m,,,,,
2,,,,,,,,,,,,,,,,,,,,,3428,,,,,,,BARTLEMAN,,,,,
3,,,,,,,,,,,,,,,,,,,,,3428,,,,,,,HAGLEY~,,,,,
4,,,,,,,,,,,,,,,,,,,,,3428,,,,,,,CORRI~sg,,,,,
0,,,,,,,,,,,,,,,,,,,,,3430,,,,,True,,,,,,,
0,,,,,,,,FEDERICI,,,,,,,,,,,,,3431,,,,,,,ALBERTARELLI,,,,,
1,,,,,,,,,,,,,,,,,,,,,3431,,,,,,,MORELLI,,,,,
2,,,,,,,,,,,,,,,,,,,,,3431,,,,,,,NEGRI~,,,,,
3,,,,,,,,,,,,,,,,,,,,,3431,,,,,,,WILLIAMS~,,,,,
4,,,,,,,,,,,,,,,,,,,,,3431,,,,,,,DE_SISLEY~,,,,,
0,,,,,,,,,,,,,,SALOMON,,,,,,True,3432,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,3433,,,,,True,,KNYVETT,,,,,
1,,,,,,,,,,,,,,,,,,,,,3433,,,,,,,HINDLE,,,,,
2,,,,,,,,,,,,,,,,,,,,,3433,,,,,,,BARTLEMAN,,,,,
3,,,,,,,,,,,,,,,,,,,,,3433,,,,,,,SALE,,,,,
4,,,,,,,,,,,,,,,,,,,,,3433,,,,,,,KNYVETT-c2,,,,,
0,,,,,,,,,,,,,,CRAMER-w,,,,,,,3434,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,True,3436,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,True,3438,,,,,True,,,,,,,
0,,,HAYES-p,,,,,,,,,,,CRAMER-w,,,,,,,3440,,,,,True,,,,,,,
1,,,MILLER-e,,,,,,,,,,,,,,,,,,3440,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,True,3441,,,,,True,,,,,,,
0,,,,,,,,LINLEY-t1,,,,,,SHAW,,,,,,,3442,,,,,True,,KELLY-m,,,,,
1,,,,,,,,,,,,,,,,,,,,,3442,,,,,,,REINHOLD,,,,,
2,,,,,,,,,,,,,,,,,,,,,3442,,,,,,,INCLEDON,,,,,
3,,,,,,,,,,,,,,,,,,,,,3442,,,,,,,WELSH-t,,,,,
4,,,,,,,,,,,,,,,,,,,,,3442,,,,,,,BLAND~,,,,,
5,,,,,,,,,,,,,,,,,,,,,3442,,,,,,,HAGLEY~,,,,,
6,,,,,,,,,,,,,,,,,,,,,3442,,,,,,,CROUCH~,,,,,
0,,,,,,,ASHLEY-Jj,HARRISON,,,,,,ASHLEY-Gc,,,,,,,3443,,,KNYVETT,,True,SARJANT,HARRISON,,,,,
1,,,,,,,,ASHLEY-j,,,,,,,,,,,,,3443,,,,,,,BARTLEMAN,,,,,
2,,,,,,,,,,,,,,,,,,,,,3443,,,,,,,PAGE,,,,,
3,,,,,,,,,,,,,,,,,,,,,3443,,,,,,,CHAMPNESS,,,,,
4,,,,,,,,,,,,,,,,,,,,,3443,,,,,,,SECOND~,,,,,
5,,,,,,,,,,,,,,,,,,,,,3443,,,,,,,ADDISON~,,,,,
6,,,,,,,,,,,,,,,,,,,,,3443,,,,,,,BILLINGTON~,,,,,
0,,,,,,,,,,,,,,,,,,,,True,3444,,,,,True,,,,,,,
0,,,,,,,,LINLEY-t1,,,,,,SHAW,,,,,,,3445,,,,,True,SARJANT,KELLY-m,,,MASON,,
1,,,,,,,,,,,,,,,,,,,,,3445,,,,,,,REINHOLD,,,,,
2,,,,,,,,,,,,,,,,,,,,,3445,,,,,,,INCLEDON,,,,,
3,,,,,,,,,,,,,,,,,,,,,3445,,,,,,,WELSH-t,,,,,
4,,,,,,,,,,,,,,,,,,,,,3445,,,,,,,DIGNUM,,,,,
5,,,,,,,,,,,,,,,,,,,,,3445,,,,,,,SEDGWICK,,,,,
6,,,,,,,,,,,,,,,,,,,,,3445,,,,,,,MORELLI,,,,,
7,,,,,,,,,,,,,,,,,,,,,3445,,,,,,,BARCLAY~,,,,,
8,,,,,,,,,,,,,,,,,,,,,3445,,,,,,,BLAND~,,,,,
9,,,,,,,,,,,,,,,,,,,,,3445,,,,,,,HAGLEY~,,,,,
10,,,,,,,,,,,,,,,,,,,,,3445,,,,,,,CROUCH~,,,,,
0,,,,,,,,HARRISON,,,,,,ASHLEY-Gc,,,,,,,3446,,,GREATOREX,,,,HARRISON,,,,,
1,,,,,,,,ASHLEY-j,,,,,,,,,,,,,3446,,,,,,,PAGE,,,,,
2,,,,,,,,,,,,,,,,,,,,,3446,,,,,,,BARTLEMAN,,,,,
3,,,,,,,,,,,,,,,,,,,,,3446,,,,,,,CHAMPNESS,,,,,
4,,,,,,,,,,,,,,,,,,,,,3446,,,,,,,SECOND~,,,,,
5,,,,,,,,,,,,,,,,,,,,,3446,,,,,,,ADDISON~,,,,,
6,,,,,,,,,,,,,,,,,,,,,3446,,,,,,,BILLINGTON~,,,,,
0,,,,,,,,,,,,,,,,,,,,True,3447,,,,,True,,,,,,,
0,,,,,,,,LINLEY-t1,,,,,,SHAW,,,,,,,3448,,,,,True,,KELLY-m,,,,,
1,,,,,,,,,,,,,,,,,,,,,3448,,,,,,,REINHOLD,,,,,
2,,,,,,,,,,,,,,,,,,,,,3448,,,,,,,INCLEDON,,,,,
3,,,,,,,,,,,,,,,,,,,,,3448,,,,,,,WELSH-t,,,,,
4,,,,,,,,,,,,,,,,,,,,,3448,,,,,,,DIGNUM,,,,,
5,,,,,,,,,,,,,,,,,,,,,3448,,,,,,,SEDGWICK,,,,,
6,,,,,,,,,,,,,,,,,,,,,3448,,,,,,,MORELLI,,,,,
7,,,,,,,,,,,,,,,,,,,,,3448,,,,,,,BARCLAY~,,,,,
8,,,,,,,,,,,,,,,,,,,,,3448,,,,,,,BLAND~,,,,,
9,,,,,,,,,,,,,,,,,,,,,3448,,,,,,,HAGLEY~,,,,,
10,,,,,,,,,,,,,,,,,,,,,3448,,,,,,,CROUCH~,,,,,
0,,,,,,,,HARRISON,,,,,,ASHLEY-Gc,,,,,,,3449,,,KNYVETT,,True,,HARRISON,,,,,
1,,,,,,,,ASHLEY-j,,,,,,,,,,,,,3449,,,,,,,BARTLEMAN,,,,,
2,,,,,,,,,,,,,,,,,,,,,3449,,,,,,,PAGE,,,,,
3,,,,,,,,,,,,,,,,,,,,,3449,,,,,,,CHAMPNESS,,,,,
4,,,,,,,,,,,,,,,,,,,,,3449,,,,,,,SECOND~,,,,,
5,,,,,,,,,,,,,,,,,,,,,3449,,,,,,,BILLINGTON~,,,,,
0,,,,,,,,,,,,,,,,,,,,True,3450,,,,,,,,,,,,
0,,,,,,,,LINLEY-t1,,,,,,SHAW,,,,,,,3451,,,,,True,,KELLY-m,,,,,
1,,,,,,,,,,,,,,,,,,,,,3451,,,,,,,REINHOLD,,,,,
2,,,,,,,,,,,,,,,,,,,,,3451,,,,,,,INCLEDON,,,,,
3,,,,,,,,,,,,,,,,,,,,,3451,,,,,,,WELSH-t,,,,,
4,,,,,,,,,,,,,,,,,,,,,3451,,,,,,,DIGNUM,,,,,
5,,,,,,,,,,,,,,,,,,,,,3451,,,,,,,SEDGWICK,,,,,
6,,,,,,,,,,,,,,,,,,,,,3451,,,,,,,MORELLI,,,,,
7,,,,,,,,,,,,,,,,,,,,,3451,,,,,,,BARCLAY~,,,,,
8,,,,,,,,,,,,,,,,,,,,,3451,,,,,,,BLAND~,,,,,
9,,,,,,,,,,,,,,,,,,,,,3451,,,,,,,HAGLEY~,,,,,
10,,,,,,,,,,,,,,,,,,,,,3451,,,,,,,CROUCH~,,,,,
0,,,,,,,,HARRISON,,,,,,ASHLEY-Gc,,,,,,,3452,,,GREATOREX,,True,,HARRISON,,,,,
1,,,,,,,,ASHLEY-j,,,,,,,,,,,,,3452,,,,,,,PAGE,,,,,
2,,,,,,,,,,,,,,,,,,,,,3452,,,,,,,BARTLEMAN,,,,,
3,,,,,,,,,,,,,,,,,,,,,3452,,,,,,,CHAMPNESS,,,,,
4,,,,,,,,,,,,,,,,,,,,,3452,,,,,,,SECOND~,,,,,
5,,,,,,,,,,,,,,,,,,,,,3452,,,,,,,BILLINGTON~,,,,,
0,,,,,,,,,,,,,,,,,,True,,True,3453,,,,,True,,,,,,,
0,,,,,,,,LINLEY-t1,,,,,,SHAW,,,,,,,3454,,,,,True,,KELLY-m,,,,,
1,,,,,,,,,,,,,,,,,,,,,3454,,,,,,,REINHOLD,,,,,
2,,,,,,,,,,,,,,,,,,,,,3454,,,,,,,INCLEDON,,,,,
3,,,,,,,,,,,,,,,,,,,,,3454,,,,,,,WELSH-t,,,,,
4,,,,,,,,,,,,,,,,,,,,,3454,,,,,,,DIGNUM,,,,,
5,,,,,,,,,,,,,,,,,,,,,3454,,,,,,,SEDGWICK,,,,,
6,,,,,,,,,,,,,,,,,,,,,3454,,,,,,,MORELLI,,,,,
7,,,,,,,,,,,,,,,,,,,,,3454,,,,,,,BARCLAY~,,,,,
8,,,,,,,,,,,,,,,,,,,,,3454,,,,,,,BLAND~,,,,,
9,,,,,,,,,,,,,,,,,,,,,3454,,,,,,,HAGLEY~,,,,,
10,,,,,,,,,,,,,,,,,,,,,3454,,,,,,,CROUCH~,,,,,
0,,,,,,,,HARRISON,,,,,,ASHLEY-Gc,,,,,,,3455,,,KNYVETT,,True,SARJANT,HARRISON,,,ASHLEY-Cj,,
1,,,,,,,,ASHLEY-j,,,,,,,,,,,,,3455,,,,,,,BARTLEMAN,,,,,
2,,,,,,,,,,,,,,,,,,,,,3455,,,,,,,PAGE,,,,,
3,,,,,,,,,,,,,,,,,,,,,3455,,,,,,,CHAMPNESS,,,,,
4,,,,,,,,,,,,,,,,,,,,,3455,,,,,,,SECOND~,,,,,
5,,,,,,,,,,,,,,,,,,,,,3455,,,,,,,BILLINGTON~,,,,,
0,,,,,,,,,,,,,,,,,,,,True,3456,,,,,,,,,,,,
0,,,,,,,,LINLEY-t1,,,,,,SHAW,,,,,,,3457,,,,,True,,INCLEDON,,,,,
1,,,,,,,,,,,,,,,,,,,,,3457,,,,,,,KELLY-m,,,,,
2,,,,,,,,,,,,,,,,,,,,,3457,,,,,,,REINHOLD,,,,,
3,,,,,,,,,,,,,,,,,,,,,3457,,,,,,,WELSH-t,,,,,
4,,,,,,,,,,,,,,,,,,,,,3457,,,,,,,DIGNUM,,,,,
5,,,,,,,,,,,,,,,,,,,,,3457,,,,,,,SEDGWICK,,,,,
6,,,,,,,,,,,,,,,,,,,,,3457,,,,,,,MORELLI,,,,,
7,,,,,,,,,,,,,,,,,,,,,3457,,,,,,,BARCLAY~,,,,,
8,,,,,,,,,,,,,,,,,,,,,3457,,,,,,,BLAND~,,,,,
9,,,,,,,,,,,,,,,,,,,,,3457,,,,,,,HAGLEY~,,,,,
10,,,,,,,,,,,,,,,,,,,,,3457,,,,,,,CROUCH~,,,,,
0,,MAHON,,,,,,HARRISON,,,,,,ASHLEY-Gc,,,,,,,3458,,,KNYVETT,,True,,HARRISON,,,,,ASHLEY-gc
1,,,,,,,,ASHLEY-j,,,,,,,,,,,,,3458,,,,,,,BARTLEMAN,,,,,
2,,,,,,,,,,,,,,,,,,,,,3458,,,,,,,PAGE,,,,,
3,,,,,,,,,,,,,,,,,,,,,3458,,,,,,,CHAMPNESS,,,,,
4,,,,,,,,,,,,,,,,,,,,,3458,,,,,,,SECOND~,,,,,
5,,,,,,,,,,,,,,,,,,,,,3458,,,,,,,BILLINGTON~,,,,,
0,,,,,,,,FEDERICI,,,,,,,,,,,,,3459,,,,,True,,MORELLI,,,,,
1,,,,,,,,,,,,,,,,,,,,,3459,,,,,,,ALBERTARELLI,,,,,
2,,,,,,,,,,,,,,,,,,,,,3459,,,,,,,NEGRI~,,,,,
3,,,,,,,,,,,,,,,,,,,,,3459,,,,,,,WILLIAMS~,,,,,
4,,,,,,,,,,,,,,,,,,,,,3459,,,,,,,DE_SISLEY~,,,,,
0,,,,,,,,LINLEY-t1,,,,,,SHAW,,,,,,,3460,,,,,True,,KELLY-m,,,,,
1,,,,,,,,,,,,,,,,,,,,,3460,,,,,,,REINHOLD,,,,,
2,,,,,,,,,,,,,,,,,,,,,3460,,,,,,,INCLEDON,,,,,
3,,,,,,,,,,,,,,,,,,,,,3460,,,,,,,WELSH-t,,,,,
4,,,,,,,,,,,,,,,,,,,,,3460,,,,,,,DIGNUM,,,,,
5,,,,,,,,,,,,,,,,,,,,,3460,,,,,,,SEDGWICK,,,,,
6,,,,,,,,,,,,,,,,,,,,,3460,,,,,,,MORELLI,,,,,
7,,,,,,,,,,,,,,,,,,,,,3460,,,,,,,BARCLAY~,,,,,
8,,,,,,,,,,,,,,,,,,,,,3460,,,,,,,BLAND~,,,,,
9,,,,,,,,,,,,,,,,,,,,,3460,,,,,,,HAGLEY~,,,,,
10,,,,,,,,,,,,,,,,,,,,,3460,,,,,,,CROUCH~,,,,,
0,,,,,,,,HARRISON,,,,,,ASHLEY-Gc,,,,,,,3461,,,KNYVETT,,True,,HARRISON,,,,,
1,,,,,,,,ASHLEY-j,,,,,,,,,,,,,3461,,,,,,,HINDLE,,,,,
2,,,,,,,,,,,,,,,,,,,,,3461,,,,,,,PAGE,,,,,
3,,,,,,,,,,,,,,,,,,,,,3461,,,,,,,CHAMPNESS,,,,,
4,,,,,,,,,,,,,,,,,,,,,3461,,,,,,,BARTLEMAN,,,,,
5,,,,,,,,,,,,,,,,,,,,,3461,,,,,,,SECOND~,,,,,
6,,,,,,,,,,,,,,,,,,,,,3461,,,,,,,BILLINGTON~,,,,,
0,,,,,,,,,,,,,,,,,,,,True,3462,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,True,3463,,,,,,,,,,,,
0,,,HAYDN,,,,,,,,,,,SALOMON,,,,,True,True,3464,,,,,,,KNYVETT-C2,,,,,
1,,,,,,,,,,,,,,,,,,,,,3464,,,,,,,HINDLE,,,,,
0,,,,,,,,,,,,,,RAIMONDI,,,,,,,3465,,,,,,,,,,,,
0,,,,,,,,LINLEY-t1,,,,,,SHAW,,,,,,,3466,,,,,True,,KELLY-m,,,,,
1,,,,,,,,,,,,,,,,,,,,,3466,,,,,,,REINHOLD,,,,,
2,,,,,,,,,,,,,,,,,,,,,3466,,,,,,,INCLEDON,,,,,
3,,,,,,,,,,,,,,,,,,,,,3466,,,,,,,WELSH-t,,,,,
4,,,,,,,,,,,,,,,,,,,,,3466,,,,,,,DIGNUM,,,,,
5,,,,,,,,,,,,,,,,,,,,,3466,,,,,,,SEDGWICK,,,,,
6,,,,,,,,,,,,,,,,,,,,,3466,,,,,,,MORELLI,,,,,
7,,,,,,,,,,,,,,,,,,,,,3466,,,,,,,BARCLAY~,,,,,
8,,,,,,,,,,,,,,,,,,,,,3466,,,,,,,BLAND~,,,,,
9,,,,,,,,,,,,,,,,,,,,,3466,,,,,,,HAGLEY~,,,,,
10,,,,,,,,,,,,,,,,,,,,,3466,,,,,,,CROUCH~,,,,,
0,,,,,,,,HARRISON,,,,,,ASHLEY-Gc,,,,,,,3467,,,GREATOREX,,True,,HARRISON,,,,,ASHLEY-gc
1,,,,,,,,ASHLEY-j,,,,,,,,,,,,,3467,,,,,,,HINDLE,,,,,
2,,,,,,,,,,,,,,,,,,,,,3467,,,,,,,PAGE,,,,,
3,,,,,,,,,,,,,,,,,,,,,3467,,,,,,,CHAMPNESS,,,,,
4,,,,,,,,,,,,,,,,,,,,,3467,,,,,,,BARTLEMAN,,,,,
5,,,,,,,,,,,,,,,,,,,,,3467,,,,,,,SECOND~,,,,,
6,,,,,,,,,,,,,,,,,,,,,3467,,,,,,,BILLINGTON~,,,,,
0,,,,,,,,,,,,,,,,,True,,,True,3469,,,,,,,,,,,,
0,,,,,,,,LINLEY-t1,,,MEYER,,,SHAW,,,,,,,3470,,,,,True,,KELLY-m,,,,,
1,,,,,,,,,,,,,,,,,,,,,3470,,,,,,,REINHOLD,,,,,
2,,,,,,,,,,,,,,,,,,,,,3470,,,,,,,INCLEDON,,,,,
3,,,,,,,,,,,,,,,,,,,,,3470,,,,,,,WELSH-t,,,,,
4,,,,,,,,,,,,,,,,,,,,,3470,,,,,,,DIGNUM,,,,,
5,,,,,,,,,,,,,,,,,,,,,3470,,,,,,,SEDGWICK,,,,,
6,,,,,,,,,,,,,,,,,,,,,3470,,,,,,,MORELLI,,,,,
7,,,,,,,,,,,,,,,,,,,,,3470,,,,,,,BARCLAY~,,,,,
8,,,,,,,,,,,,,,,,,,,,,3470,,,,,,,BLAND~,,,,,
9,,,,,,,,,,,,,,,,,,,,,3470,,,,,,,HAGLEY~,,,,,
10,,,,,,,,,,,,,,,,,,,,,3470,,,,,,,CROUCH~,,,,,
0,,,,,,,,HARRISON,,,,,,ASHLEY-Gc,,,,,,,3471,,,KNYVETT,,True,,HARRISON,,,,,
1,,,,,,,,ASHLEY-j,,,,,,,,,,,,,3471,,,,,,,HINDLE,,,,,
2,,,,,,,,,,,,,,,,,,,,,3471,,,,,,,PAGE,,,,,
3,,,,,,,,,,,,,,,,,,,,,3471,,,,,,,CHAMPNESS,,,,,
4,,,,,,,,,,,,,,,,,,,,,3471,,,,,,,BARTLEMAN,,,,,
5,,,,,,,,,,,,,,,,,,,,,3471,,,,,,,SECOND~,,,,,
6,,,,,,,,,,,,,,,,,,,,,3471,,,,,,,BILLINGTON~,,,,,
0,,,,,,,,,,,,,,,,,,,,True,3472,,,,,,,,,,,,
0,,,,,,,,,,,,,,HARTOG~,,,,,,,3473,,,,,,,,,,,,
0,,,,,,,,,,,,,,SHAW,,,,,,,3474,,,,,True,,INCLEDON,,,,,
1,,,,,,,,,,,,,,,,,,,,,3474,,,,,,,KELLY-m,,,,,
2,,,,,,,,,,,,,,,,,,,,,3474,,,,,,,REINHOLD,,,,,
3,,,,,,,,,,,,,,,,,,,,,3474,,,,,,,WELSH-t,,,,,
4,,,,,,,,,,,,,,,,,,,,,3474,,,,,,,DIGNUM,,,,,
5,,,,,,,,,,,,,,,,,,,,,3474,,,,,,,SEDGWICK,,,,,
6,,,,,,,,,,,,,,,,,,,,,3474,,,,,,,MORELLI,,,,,
7,,,,,,,,,,,,,,,,,,,,,3474,,,,,,,BARCLAY~,,,,,
8,,,,,,,,,,,,,,,,,,,,,3474,,,,,,,BLAND~,,,,,
9,,,,,,,,,,,,,,,,,,,,,3474,,,,,,,HAGLEY~,,,,,
10,,,,,,,,,,,,,,,,,,,,,3474,,,,,,,CROUCH~,,,,,
0,,,,,,,,HARRISON,,,,,,ASHLEY-Gc,,,,,,,3475,,,GREATOREX,,True,,HARRISON,,,,,
1,,,,,,,,ASHLEY-j,,,,,,,,,,,,,3475,,,,,,,HINDLE,,,,,
2,,,,,,,,,,,,,,,,,,,,,3475,,,,,,,PAGE,,,,,
3,,,,,,,,,,,,,,,,,,,,,3475,,,,,,,CHAMPNESS,,,,,
